bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
-31632.257973878055,35111.54714885874,109.86397857050417,0.18035187460654878,6373.097013770763,599462.736056992,48186.69276993187,31509.528415334764,95482.73095845088,66.945252182673,42.91887711308162,-2424.168688640039,23.358677592860943,557934.7830900181,-117062.0712633633,33.878427475985156,-0.4445112443059874
