bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
-31498.574021244844,35085.76449138553,281.22398368389634,0.18242133567162194,6068.652599784311,615337.4650167827,47481.50381742356,31566.89261468678,95357.34118997482,-104.4326535300514,-128.67749590367487,-2415.0769310003225,23.26498120929309,563540.9713417547,-117750.08037027283,33.98084000727223,-0.44398366531703565
