bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
-31504.023549338857,35114.32649453744,109.75970785443327,0.18272175778040547,6064.519775528301,616496.8169946071,47433.826504392855,31601.70762711031,95339.07519912749,67.02221469754691,42.737492897631036,-2413.762411330523,23.261221101479844,563972.5058792643,-118279.41938909313,34.017445250404165,-0.44361154726994295
