Date,CSI
2015/4/27,11.949044348999674
2015/4/28,12.927557093595375
2015/4/29,12.36741406176122
2015/4/30,12.364113581061828
2015/5/1,12.285139525225585
2015/5/4,11.912628847964383
2015/5/5,28.23794659497448
2015/5/6,28.25389304891225
2015/5/7,28.624678870015973
2015/5/8,28.584128865259085
2015/5/11,28.560730682135294
2015/5/12,28.562054200279754
2015/5/13,28.563416720475296
2015/5/14,28.58116413110611
2015/5/15,28.63804021667626
2015/5/18,28.670424445625667
2015/5/19,28.795049524240806
2015/5/20,28.794816824601362
2015/5/21,28.823130873443493
2015/5/22,28.811503780251517
2015/5/26,28.74410652942421
2015/5/27,28.743898679496485
2015/5/28,28.743339159352367
2015/5/29,28.66152290785252
2015/6/1,28.650212438159038
2015/6/2,28.47241406726215
2015/6/3,28.51415700025708
2015/6/4,27.55111471132883
2015/6/5,27.564512623204468
2015/6/8,27.581115405595927
2015/6/9,27.681815062847022
2015/6/10,27.27793378332939
2015/6/11,27.226762774455235
2015/6/12,27.223593173059957
2015/6/15,27.276155047454644
2015/6/16,27.248894749297964
2015/6/17,27.1800634566714
2015/6/18,27.173898800596145
2015/6/19,27.19682151976186
2015/6/22,30.47864206146229
2015/6/23,30.91189707363593
2015/6/24,30.814018887029064
2015/6/25,30.814758098312993
2015/6/26,30.812114391263872
2015/6/29,29.131088101540247
2015/6/30,29.128013006411244
2015/7/1,29.256688262611384
2015/7/2,29.203865228930134
2015/7/6,29.194488310016155
2015/7/7,28.931962994531656
2015/7/8,28.705396582919978
2015/7/9,28.70493938386464
2015/7/10,28.537258689338575
2015/7/13,29.490887867657804
2015/7/14,32.07844755115355
2015/7/15,32.13591455519708
2015/7/16,40.92990456897177
2015/7/17,40.92715826658913
2015/7/20,41.025474803775225
2015/7/21,40.903547674572025
2015/7/22,36.62250788951942
2015/7/23,35.672504632841736
2015/7/24,35.80707154183703
2015/7/27,35.96529218506508
2015/7/28,35.956319044768605
2015/7/29,35.93832285588588
2015/7/30,19.472784919032563
2015/7/31,19.42813294293637
2015/8/3,19.792778076898095
2015/8/4,19.72928607180937
2015/8/5,19.721672565477665
2015/8/6,19.70282815027957
2015/8/7,25.44147799578953
2015/8/10,25.42522877708093
2015/8/11,25.40534830698382
2015/8/12,25.495582119594097
2015/8/13,25.659828690625535
2015/8/14,25.77354655051528
2015/8/17,26.15400780870417
2015/8/18,26.160135941904013
2015/8/19,26.177669984768535
2015/8/20,26.234775411803607
2015/8/21,26.237107177556144
2015/8/24,26.539162274473775
2015/8/25,27.27825971173835
2015/8/26,30.873375800090304
2015/8/27,30.839301635344476
2015/8/28,30.90134613081891
2015/8/31,32.42508973231294
2015/9/1,46.06918380550686
2015/9/2,45.96616668572797
2015/9/3,45.92293816187526
2015/9/4,45.92354917149873
2015/9/8,45.94622096808736
2015/9/9,46.019255920383344
2015/9/10,46.016673885441755
2015/9/11,46.38710221055529
2015/9/14,46.40496448494826
2015/9/15,46.383648321884195
2015/9/16,43.08224644703191
2015/9/17,42.66644350615727
2015/9/18,43.18133530087481
2015/9/21,43.18169457365547
2015/9/22,43.181007267698945
2015/9/23,43.1627707599733
2015/9/24,43.164483355483
2015/9/25,50.63613181361504
2015/9/28,50.60405615881923
2015/9/29,50.58853256129241
2015/9/30,50.66013434023592
2015/10/1,50.65872221186656
2015/10/2,50.72194130833192
2015/10/5,50.66973060244313
2015/10/6,49.68677157839935
2015/10/7,47.11675715029299
2015/10/8,47.05847447131638
2015/10/9,38.24682515407675
2015/10/12,38.251945666124605
2015/10/13,38.229275566330344
2015/10/14,38.23509745489856
2015/10/15,37.49047632781966
2015/10/16,38.94575791730198
2015/10/19,38.82953066071068
2015/10/20,38.92439646952619
2015/10/21,38.924124456851764
2015/10/22,38.965666542326076
2015/10/23,39.23338006058508
2015/10/26,63.58748280053352
2015/10/27,62.856508064056364
2015/10/28,63.13907902990747
2015/10/29,63.141328863462974
2015/10/30,63.141535044387645
2015/11/2,57.39083120773809
2015/11/3,57.41225347413076
2015/11/4,57.37375276862397
2015/11/5,57.41082054158124
2015/11/6,57.137073536539425
2015/11/9,57.1870930815983
2015/11/10,56.841585247795656
2015/11/11,57.04633745093606
2015/11/12,57.03040969813092
2015/11/13,57.032742848650976
2015/11/16,57.03889547069917
2015/11/17,56.80466597175427
2015/11/18,56.12239224630289
2015/11/19,52.63785022933003
2015/11/20,52.69198272773063
2015/11/23,61.227948220983
2015/11/24,59.70428598127528
2015/11/25,46.04326822308567
2015/11/27,46.26515586606095
2015/11/30,46.20765957213328
2015/12/1,46.21297172696036
2015/12/2,46.63851397169199
2015/12/3,46.552477983010476
2015/12/4,47.559852735550535
2015/12/7,47.19845841630279
2015/12/8,47.171086647090675
2015/12/9,47.24535691904633
2015/12/10,47.25487867363126
2015/12/11,47.24244253264501
2015/12/14,46.73042948978446
2015/12/15,46.73298007927156
2015/12/16,47.508735320318756
2015/12/17,47.536658493564076
2015/12/18,47.530833832274915
2015/12/21,40.02192090785938
2015/12/22,40.00584094582635
2015/12/23,40.17604817284869
2015/12/24,40.10265327783299
2015/12/28,51.97577911978249
2015/12/29,51.95646980546886
2015/12/30,51.97591335762244
2015/12/31,51.97672303620286
2016/1/4,51.99422603236026
2016/1/5,52.079463830528375
2016/1/6,52.089388048493575
2016/1/7,52.464984673942894
2016/1/8,52.3858163300882
2016/1/11,52.386260214014214
2016/1/12,52.43166186579991
2016/1/13,52.82854820497507
2016/1/14,52.79017119088572
2016/1/15,53.98836911110425
2016/1/19,54.35002679689806
2016/1/20,54.95306177567864
