Date,A,B,C
2015/1/30,0.014272960372624804,0.015047535095076186,0.014526912902185619
2015/2/2,0.013507489167340837,0.014354671984101635,0.013829147731417019
2015/2/3,0.014036113096925306,0.014889208677858635,0.014351598750028297
2015/2/4,0.014318703287156377,0.015184924628980839,0.014655299967425338
2015/2/5,0.014118724928178016,0.014958217040252042,0.014413187666758406
2015/2/6,0.014138031631582898,0.014974221187562932,0.014456750125765385
2015/2/9,0.012606441787071468,0.01331754946408608,0.012900110031931426
2015/2/10,0.011556492502805429,0.01212603137561983,0.011697119963064056
2015/2/11,0.011658045723292525,0.012237971108626226,0.01177208008811148
2015/2/12,0.011619304952504185,0.012197886044793592,0.011715850971564589
2015/2/13,0.011732522085860215,0.012357121358153412,0.011830110995947123
2015/2/17,0.010964754330304123,0.011560193930415222,0.011130536494401414
2015/2/18,0.009424485929643704,0.009931448695793222,0.009513776418517259
2015/2/19,0.009563546477659281,0.010076976841135794,0.009705840268982273
2015/2/20,0.009772022255302423,0.010367206051082859,0.009905489154896153
2015/2/23,0.009156021035694743,0.00973762161129629,0.009348489087339379
2015/2/24,0.008761483173268678,0.009321228351419582,0.008955994680157115
2015/2/25,0.0091855133410119,0.009760087748063263,0.009335630892485729
2015/2/26,0.009021671842983574,0.009560090023769837,0.009171387881807918
2015/2/27,0.010350956960905464,0.010993379069153573,0.010629552346865336
2015/3/2,0.01044281402379942,0.01111557398187457,0.010698794054088417
2015/3/3,0.00997572368137713,0.010569453046004488,0.010136819208066304
2015/3/4,0.009662424133046923,0.010270800906596657,0.009827929985449207
2015/3/5,0.009340291346065377,0.009983153505519675,0.009514643035163986
2015/3/6,0.010598885839267347,0.011284374553397798,0.010841165239402432
2015/3/9,0.010170102912837493,0.010894920236023552,0.010459633148874648
2015/3/10,0.01015096643215065,0.010855160719450916,0.010450463876208108
2015/3/11,0.010200640956460895,0.010908302901560666,0.010527251809725349
2015/3/12,0.011729639266065545,0.012530661852451464,0.012137452111154178
2015/3/13,0.011705672096797654,0.012513932981392936,0.012121995689443518
2015/3/16,0.011739974143388912,0.012474747196455,0.012125329565853982
2015/3/17,0.011563157776824675,0.012315752068760276,0.011950513303843363
2015/3/18,0.011548520772293824,0.012275023060296767,0.011900698425708702
2015/3/19,0.011869905825051466,0.012638404238417007,0.012160704164489092
2015/3/20,0.011633671974007049,0.01235342956526129,0.011950300520578574
2015/3/23,0.011454380000220577,0.012128095132532699,0.011689875251293677
2015/3/24,0.011528561581597083,0.012199426749507287,0.011763582444466101
2015/3/25,0.011060178428594246,0.01168927688148041,0.01126916658886076
2015/3/26,0.011236202089279864,0.011901601648822287,0.011426765566586896
2015/3/27,0.010444798384350529,0.011042684831841372,0.01056510371822589
2015/3/30,0.010515286582650961,0.01111375214410266,0.010663465816966597
2015/3/31,0.010809940654064858,0.01147618722723129,0.011008063656184248
2015/4/1,0.010731445258823438,0.011458750389405158,0.011027534508601056
2015/4/2,0.010295783806540537,0.010976889884026432,0.010542710471255913
2015/4/6,0.009620958265891825,0.010282673884096897,0.009841974027755333
2015/4/7,0.009625634055159543,0.010292328459490522,0.009850868096884416
2015/4/8,0.009306631962272605,0.009939070476715288,0.009461788977543505
2015/4/9,0.00959273603976176,0.010264815687779854,0.009775440106701248
2015/4/10,0.008805805553564857,0.009478113939160268,0.009008234335412223
2015/4/13,0.0102425590567082,0.010990190343598598,0.010476332314695745
2015/4/14,0.011427405520032921,0.012265657179585845,0.011695582097369572
2015/4/15,0.012466846250327165,0.013305831853421598,0.012676493443341269
2015/4/16,0.012533950654530467,0.013439464959292352,0.01282556639971214
2015/4/17,0.011863105673762094,0.012726308228806974,0.012182758404239291
2015/4/20,0.011815514943702327,0.012652419203800908,0.012110125402110726
2015/4/21,0.01169965894650679,0.012540791435734852,0.012009371896561809
2015/4/22,0.013491696550323298,0.014453602416144141,0.013902573325291866
2015/4/23,0.013455489244054776,0.014439739674058944,0.013877509064041463
2015/4/24,0.01341056134239573,0.01438309694552398,0.013864117777556337
2015/4/27,0.013407870553363553,0.014383707857933145,0.013865792132116946
2015/4/28,0.013357709761936192,0.014310273611473936,0.013815440531830753
2015/4/29,0.013129426942683507,0.014027073739885522,0.013589915770002452
2015/4/30,0.01278679112526802,0.0136362610791585,0.013166355893465053
2015/5/1,0.012737065958758837,0.013584101638953624,0.013139887029345482
2015/5/4,0.01270311758439739,0.013532734766743356,0.013085339037605965
2015/5/5,0.01266369979114874,0.013493851905257906,0.013054674847314514
2015/5/6,0.012648845783022751,0.013480322218448691,0.013043623620506024
2015/5/7,0.012486751064526595,0.013282819739527049,0.012844059897240606
2015/5/8,0.011751754019795274,0.012487985136255304,0.012069310396216252
2015/5/11,0.009798199686261728,0.010436281356539873,0.010107539159121043
2015/5/12,0.009606240324957499,0.010178961791319838,0.009835467016697887
2015/5/13,0.009116775302806256,0.009689047036372809,0.009416837920487916
2015/5/14,0.008906534000202903,0.009418897853196618,0.009169331388158326
2015/5/15,0.009046183488268451,0.009579296135419527,0.00931147824922292
2015/5/18,0.009046851595522038,0.00947577291020148,0.009215827287585144
2015/5/19,0.009075474848357228,0.009476134010815747,0.00926050728696864
2015/5/20,0.006561717837048236,0.006713133251917095,0.006510817040656711
2015/5/21,0.006586592116636773,0.006775600835817638,0.006712369416812385
2015/5/22,0.006314636808855593,0.006456374369184649,0.006405631210165106
2015/5/26,0.00667215300524429,0.006840982898213811,0.0067967909617974494
2015/5/27,0.006621611424214553,0.006862327492760464,0.006737286827071756
2015/5/28,0.006744544998596069,0.0069466398664263795,0.00676130284765186
2015/5/29,0.0073941155633741144,0.007640402224108778,0.007399738830669122
2015/6/1,0.007424858524647366,0.00764551453839145,0.007417683353363488
2015/6/2,0.0074914742359584435,0.0077330845311334604,0.007537946563886196
2015/6/3,0.008319266342475977,0.008703203641442937,0.008427485774073621
2015/6/4,0.00832042196168803,0.008703454214339013,0.008426882127300812
2015/6/5,0.008142668158278844,0.008520826599161525,0.008281495762856006
2015/6/8,0.008737898299220332,0.009118053972682368,0.00879227003574989
2015/6/9,0.008808400622285434,0.009201854895973449,0.008848675962706573
2015/6/10,0.008266261155926566,0.008625304713833024,0.008337644833859436
2015/6/11,0.008461366538501408,0.008784884923311382,0.00843494305491386
2015/6/12,0.008503050568583099,0.008824974101703105,0.00844244265856378
2015/6/15,0.008828816999769439,0.009174041531436587,0.008767757603551602
2015/6/16,0.00898229002694402,0.009373796089264247,0.008874188702595633
2015/6/17,0.008954317863454785,0.009354425658155533,0.008851441819202777
2015/6/18,0.009657938945906169,0.010047301507546598,0.009523239818349896
2015/6/19,0.009629627241023984,0.010007857623808805,0.00944913122621777
2015/6/22,0.010553497680571233,0.010976347213960807,0.010424752760089868
2015/6/23,0.011052416657541744,0.011539371358852277,0.01086553566329273
2015/6/24,0.010911858219216456,0.011373651809820345,0.010740038660395423
2015/6/25,0.010859993367244865,0.0113411207783773,0.010712706002886329
2015/6/26,0.010317230810002055,0.010754577236645232,0.01018247758184225
2015/6/29,0.010993641247109085,0.011552691954658205,0.010919751172578018
2015/6/30,0.012350365442326237,0.012854855193959132,0.012169165500388327
2015/7/1,0.013059932200676048,0.01347066732873517,0.012750184577907905
2015/7/2,0.01357838481407671,0.013968197022490254,0.01327672580238242
2015/7/6,0.014223871374670322,0.014722981303070126,0.014007564699589248
2015/7/7,0.013957341581643216,0.014436916471326784,0.013753774423453958
2015/7/8,0.01438926428917353,0.014879297735381356,0.014151472024219885
2015/7/9,0.014584430285826191,0.015078143465026016,0.014342926661205015
2015/7/10,0.013971699817103302,0.01443424293269922,0.013739444462797262
2015/7/13,0.014107095802343804,0.014604249491538348,0.013900117598151794
2015/7/14,0.01437509180856128,0.014981290877046426,0.014273864280463228
2015/7/15,0.014238833538149757,0.014863381163898045,0.014210469722888796
2015/7/16,0.014373082266582488,0.014994646175302422,0.014331782063906874
2015/7/17,0.0139420299214039,0.01459103710219973,0.013957870499873284
