date,new_cases
2020-10-19,310.0
2020-10-20,487.0
2020-10-21,620.0
2020-10-22,619.0
2020-10-23,734.0
2020-10-24,731.0
2020-10-25,496.0
2020-10-26,408.0
2020-10-27,643.0
2020-10-28,731.0
2020-10-29,797.0
2020-10-30,776.0
2020-10-31,877.0
2020-11-01,616.0
2020-11-02,488.0
2020-11-03,878.0
2020-11-04,619.0
2020-11-05,1036.0
2020-11-06,1172.0
2020-11-07,1303.0
2020-11-08,955.0
2020-11-09,797.0
2020-11-10,1296.0
2020-11-11,1524.0
2020-11-12,1644.0
2020-11-13,1705.0
2020-11-14,1753.0
2020-11-15,1498.0
2020-11-16,946.0
2020-11-17,1690.0
2020-11-18,2230.0
2020-11-19,2382.0
2020-11-20,2426.0
2020-11-21,2586.0
2020-11-22,2163.0
2020-11-23,1520.0
2020-11-24,1232.0
2020-11-25,1949.0
2020-11-26,2490.0
2020-11-27,2553.0
2020-11-28,2679.0
2020-11-29,2058.0
2020-11-30,1447.0
2020-12-01,2014.0
2020-12-02,2456.0
2020-12-03,2506.0
2020-12-04,2449.0
2020-12-05,2483.0
2020-12-06,2047.0
2020-12-07,1517.0
2020-12-08,2158.0
2020-12-09,2837.0
2020-12-10,2977.0
2020-12-11,2904.0
2020-12-12,2962.0
2020-12-13,2367.0
2020-12-14,1672.0
2020-12-15,2441.0
2020-12-16,2999.0
2020-12-17,3199.0
2020-12-18,2803.0
2020-12-19,3062.0
2020-12-20,2455.0
2020-12-21,1804.0
2020-12-22,2658.0
2020-12-23,3275.0
2020-12-24,3762.0
2020-12-25,3806.0
2020-12-26,3892.0
2020-12-27,2945.0
2020-12-28,2374.0
2020-12-29,3629.0
2020-12-30,3856.0
2020-12-31,4540.0
2021-01-01,3257.0
2021-01-02,3029.0
2021-01-03,3196.0
2021-01-04,3332.0
2021-01-05,4946.0
2021-01-06,5950.0
2021-01-07,7563.0
2021-01-08,7863.0
2021-01-09,7790.0
2021-01-10,6081.0
2021-01-11,4928.0
2021-01-12,4575.0
2021-01-13,5819.0
2021-01-14,6594.0
2021-01-15,7137.0
2021-01-16,7071.0
2021-01-17,5773.0
2021-01-18,4890.0
2021-01-19,5384.0
2021-01-20,5519.0
2021-01-21,5621.0
2021-01-22,5045.0
2021-01-23,4754.0
2021-01-24,3971.0
2021-01-25,2785.0
2021-01-26,3861.0
2021-01-27,3937.0
2021-01-28,4162.0
2021-01-29,3536.0
2021-01-30,3319.0
2021-01-31,2667.0
2021-02-01,1790.0
2021-02-02,2313.0
2021-02-03,2631.0
2021-02-04,2592.0
2021-02-05,2366.0
2021-02-06,2270.0
2021-02-07,1637.0
2021-02-08,1227.0
2021-02-09,1558.0
2021-02-10,1884.0
2021-02-11,1691.0
2021-02-12,1316.0
2021-02-13,1362.0
2021-02-14,1351.0
2021-02-15,973.0
2021-02-16,1308.0
2021-02-17,1461.0
2021-02-18,1525.0
2021-02-19,1297.0
2021-02-20,1234.0
2021-02-21,1036.0
2021-02-22,737.0
2021-02-23,1103.0
2021-02-24,904.0
2021-02-25,1084.0
2021-02-26,1057.0
2021-02-27,1220.0
2021-02-28,997.0
2021-03-01,688.0
2021-03-02,922.0
2021-03-03,1244.0
2021-03-04,1149.0
2021-03-05,1129.0
2021-03-06,412.0
2021-03-07,1722.0
2021-03-08,621.0
2021-03-09,1175.0
2021-03-10,1259.0
2021-03-11,1303.0
2021-03-12,1263.0
2021-03-13,1335.0
2021-03-14,975.0
2021-03-15,713.0
2021-03-16,1142.0
2021-03-17,1545.0
2021-03-18,1460.0
2021-03-19,1469.0
2021-03-20,1596.0
2021-03-21,1106.0
2021-03-22,786.0
2021-03-23,1517.0
2021-03-24,1974.0
2021-03-25,1911.0
2021-03-26,1977.0
2021-03-27,2080.0
2021-03-28,1783.0
2021-03-29,1290.0
2021-03-30,2141.0
2021-03-31,2864.0
2021-04-01,2598.0
2021-04-02,2714.0
2021-04-03,2751.0
2021-04-04,2522.0
2021-04-05,1566.0
2021-04-06,2615.0
2021-04-07,3453.0
2021-04-08,3491.0
2021-04-09,3480.0
2021-04-10,3706.0
2021-04-11,2700.0
2021-04-12,2113.0
2021-04-13,3449.0
2021-04-14,5482.0
2021-04-15,4515.0
2021-04-16,4511.0
2021-04-17,4802.0
2021-04-18,4111.0
2021-04-19,2274.0
2021-04-20,4973.0
2021-04-21,5369.0
2021-04-22,5526.0
2021-04-23,5014.0
2021-04-24,5622.0
2021-04-25,4623.0
2021-04-26,3283.0
2021-04-27,4966.0
2021-04-28,3796.0
2021-04-29,7914.0
2021-04-30,4684.0
2021-05-01,5989.0
2021-05-02,5897.0
2021-05-03,4475.0
2021-05-04,4197.0
2021-05-05,4068.0
2021-05-06,4383.0
2021-05-07,6046.0
2021-05-08,7249.0
2021-05-09,6578.0
2021-05-10,4857.0
2021-05-11,6360.0
2021-05-12,7521.0
2021-05-13,6367.0
2021-05-14,6288.0
2021-05-15,6331.0
2021-05-16,5265.0
2021-05-17,3738.0
2021-05-18,5204.0
2021-05-19,5854.0
2021-05-20,5710.0
2021-05-21,5254.0
2021-05-22,4985.0
2021-05-23,4045.0
2021-05-24,2743.0
2021-05-25,3918.0
2021-05-26,4485.0
2021-05-27,4163.0
2021-05-28,3701.0
2021-05-29,3604.0
2021-05-30,2853.0
2021-05-31,1796.0
2021-06-01,2641.0
2021-06-02,3036.0
2021-06-03,2848.0
2021-06-04,2577.0
2021-06-05,2663.0
2021-06-06,2027.0
2021-06-07,1205.0
2021-06-08,1883.0
2021-06-09,2245.0
2021-06-10,2044.0
2021-06-11,1936.0
2021-06-12,1947.0
2021-06-13,1384.0
2021-06-14,941.0
2021-06-15,1414.0
2021-06-16,1717.0
2021-06-17,1545.0
2021-06-18,1636.0
2021-06-19,1507.0
2021-06-20,1318.0
2021-06-21,864.0
2021-06-22,1443.0
2021-06-23,1778.0
2021-06-24,1665.0
2021-06-25,1727.0
2021-06-26,1626.0
2021-06-27,1272.0
2021-06-28,1007.0
2021-06-29,1401.0
2021-06-30,1820.0
2021-07-01,1733.0
2021-07-02,1774.0
2021-07-03,1884.0
2021-07-04,1484.0
2021-07-05,1040.0
2021-07-06,1689.0
2021-07-07,2180.0
2021-07-08,2230.0
2021-07-09,2274.0
2021-07-10,2458.0
2021-07-11,2032.0
2021-07-12,1511.0
2021-07-13,2396.0
2021-07-14,3211.0
2021-07-15,3420.0
2021-07-16,3408.0
2021-07-17,3924.0
2021-07-18,3065.0
2021-07-19,2368.0
2021-07-20,3836.0
2021-07-21,4915.0
2021-07-22,5366.0
2021-07-23,4082.0
2021-07-24,3740.0
2021-07-25,5035.0
2021-07-26,4699.0
2021-07-27,7708.0
2021-07-28,9675.0
2021-07-29,10684.0
2021-07-30,10592.0
2021-07-31,12340.0
2021-08-01,10290.0
2021-08-02,8398.0
2021-08-03,12045.0
2021-08-04,14114.0
2021-08-05,15301.0
2021-08-06,15487.0
2021-08-07,15035.0
2021-08-08,14352.0
2021-08-09,12912.0
2021-08-10,10574.0
2021-08-11,15782.0
2021-08-12,18953.0
2021-08-13,20400.0
2021-08-14,20140.0
2021-08-15,17902.0
2021-08-16,14922.0
2021-08-17,19860.0
2021-08-18,23987.0
2021-08-19,25073.0
2021-08-20,25892.0
2021-08-21,25380.0
2021-08-22,22364.0
2021-08-23,16943.0
2021-08-24,21610.0
2021-08-25,24317.0
2021-08-26,24950.0
2021-08-27,24023.0
2021-08-28,22748.0
2021-08-29,19410.0
2021-08-30,13625.0
2021-08-31,17667.0
2021-09-01,20008.0
2021-09-02,18310.0
2021-09-03,16645.0
2021-09-04,15999.0
2021-09-05,12907.0
2021-09-06,8282.0
2021-09-07,10634.0
2021-09-08,12411.0
2021-09-09,10389.0
2021-09-10,8810.0
2021-09-11,8849.0
2021-09-12,7205.0
2021-09-13,4165.0
2021-09-14,6255.0
2021-09-15,6809.0
2021-09-16,4626.0
2021-09-17,6164.0
2021-09-18,4702.0
2021-09-19,3408.0
2021-09-20,2236.0
2021-09-21,1761.0
2021-09-22,3236.0
2021-09-23,3604.0
2021-09-24,2058.0
2021-09-25,2703.0
2021-09-26,2134.0
2021-09-27,1147.0
2021-09-28,1722.0
2021-09-29,1994.0
2021-09-30,1568.0
2021-10-01,1451.0
