Date,FTI,MSI,CSI
2015/1/30,4.291860564951343,6.323449780428379,0.678721380572203
2015/2/2,0.3874913928462384,0.222102511216007,1.7446511105377893
2015/2/3,0.3158034544158328,0.3940482119882917,0.8014335424143891
2015/2/4,5.924754364163904,2.073586314180749,2.8572499363281674
2015/2/5,2.361145914935493,5.04023622252596,0.468459375848893
2015/2/6,7.704004807976893,18.450726096839297,0.41754480379482883
2015/2/9,1.9996363571964144,5.818218723476133,0.3436853188636605
2015/2/10,3.4402145474146546,0.3938832396064671,8.734097319936257
2015/2/11,4.2570772058680895,10.867227902035715,0.3917353389699896
2015/2/12,10.238798888709864,0.2626445335421784,38.98348368657596
2015/2/13,4.350637466130467,2.2551338374780534,1.9292147516157374
2015/2/17,0.3898344929084927,0.7172592021002892,0.5435057393017385
2015/2/18,0.3318418093197011,0.4777160200558134,0.6946424138778741
2015/2/19,3.562895220205624,7.756633522643118,0.45933525282647963
2015/2/20,0.9819898732861536,0.3406038411797416,2.883085140451905
2015/2/23,1.4623777801542206,2.2732660795653845,0.6432937144048734
2015/2/24,2.68971354491428,0.0316009693900246,85.11490618269879
2015/2/25,2.489821346871276,0.1827550002124326,13.623820655944476
2015/2/26,0.5610019903181578,1.2735703145173027,0.440495498303746
2015/2/27,1.304552793532118,0.737567381849963,1.76872354395614
2015/3/2,13.21835714569507,0.3823635142106832,34.57013196717227
2015/3/3,1.252881785636732,0.7421856568730409,1.6880975454515572
2015/3/4,1.8377055536639837,2.651714189804378,0.693025500534639
2015/3/5,1.7648563208099104,0.2062003856099438,8.558938023270127
2015/3/6,0.9340142463213206,0.1610544895160972,5.799367960046634
2015/3/9,5.077545895931437,11.185012409854409,0.4539597910019243
2015/3/10,1.377680067048254,0.0421069989488267,32.71855276892496
2015/3/11,2.1442742653715032,2.3486943801483555,0.9129643616024916
2015/3/12,1.0723478588439672,0.3831958149905163,2.798433116683455
2015/3/13,0.4064103166372034,0.3908984119198831,1.0396827007844165
2015/3/16,0.4791961395364388,0.5093248341362888,0.9408458166958574
2015/3/17,4.776114170161936,2.064571390366718,2.313368378757579
2015/3/18,2.686947897299818,5.92785096110675,0.4532752113589164
2015/3/19,0.0690868339853859,0.0127916349163883,5.400938538112411
2015/3/20,1.3935873927456228,0.1155784052505468,12.057506674578638
2015/3/23,4.966843065092183,0.1438157948676781,34.53614444548369
2015/3/24,0.5975174460805109,0.8141479872017777,0.7339174885565648
2015/3/25,0.568685209729844,0.1088199936453415,5.225925775949436
2015/3/26,7.271364232314902,0.283962691463798,25.606759095118374
2015/3/27,1.288413859117461,0.7767332037756405,1.6587598584103012
2015/3/30,2.772078581186352,2.409356688129216,1.1505471957905815
2015/3/31,3.2138334029495064,6.077163501810417,0.5288377385258912
2015/4/1,1.5363905872179635,2.4948502199716778,0.615824779747862
2015/4/2,3.72646960679193,6.547453120832072,0.5691479630354891
2015/4/6,8.660101396872975,21.27946015015432,0.40696997648270555
2015/4/7,17.017611516795025,8.179458765810887,2.0805302653919484
2015/4/8,2.069467821478066,4.59405511114013,0.4504664770911892
2015/4/9,8.628753523136812,1.16252342530888,7.422434107806619
2015/4/10,2.3395699811160657,0.7313197846880739,3.199106642676091
2015/4/13,2.1495900119485816,0.1895993556929153,11.337538590743769
2015/4/14,0.3478286154817807,0.0148968683614276,23.349109829178047
2015/4/15,2.668512569056173,0.9425406246424975,2.8311910375940887
2015/4/16,17.68496800711721,0.878129824522363,20.139354698192275
2015/4/17,9.904239137836422,7.375409515344275,1.3428731133140481
2015/4/20,4.168931875252012,9.13794182423072,0.45622219482700355
2015/4/21,7.129497768204891,6.603253574937014,1.0796946819163908
2015/4/22,7.853164722480427,3.279815456653512,2.3943922535486895
2015/4/23,7.068989955074586,9.522906979442304,0.7423142922990698
2015/4/24,5.123225900703969,1.3168055542991663,3.8906472439893873
2015/4/27,2.4760653009721163,2.1555880217664867,1.1486727871789717
2015/4/28,0.3848304986127951,0.9132750709475852,0.4213741411046151
2015/4/29,1.6898628522874612,1.9870215768368575,0.8504501772837094
2015/4/30,1.874901737801261,3.232801487033817,0.5799619139378502
2015/5/1,3.890574083675886,4.841378677115737,0.8036087121352187
2015/5/4,11.490870849293602,14.51363130321162,0.7917295547359583
2015/5/5,2.9486818728993347,0.1417961485665062,20.795218366007475
2015/5/6,6.77535386829446,0.8964099094703024,7.558321027818718
2015/5/7,3.2421304630158856,4.310478479124074,0.7521509453573967
2015/5/8,3.960256743222416,5.481816932582529,0.7224350597488316
2015/5/11,0.0638850013683164,0.0806935400389003,0.7916990794742562
2015/5/12,0.7946422822462821,0.0246510779884106,32.23559970155761
2015/5/13,2.762074675886296,3.1581832579745344,0.8745770749407752
2015/5/14,24.62014724927997,28.717569540381227,0.8573200184876487
2015/5/15,5.238341399414614,13.055835443551947,0.40122605880435946
2015/5/18,1.378939014623638,0.9590535712198686,1.437812293290036
2015/5/19,3.244395493838076,0.0415631451377618,78.05943181355666
2015/5/20,3.1805684042563707,6.176038430630491,0.5149852028902736
2015/5/21,3.342263510418741,5.096757504493523,0.6557627094230118
2015/5/22,0.2533160742187624,0.581449741517009,0.4356628890363901
2015/5/26,4.143467804838963,1.1588609075804237,3.575466026798743
2015/5/27,6.335418156572574,2.8398516018524136,2.230897611847052
2015/5/28,3.697330545734289,3.794770638961297,0.9743225342194385
2015/5/29,7.387351483931476,13.98835284597095,0.5281073165136271
2015/6/1,2.781526682584544,6.712417140803889,0.4143852541100305
2015/6/2,0.7080518541162658,0.7728917436444659,0.9161074108225605
