Date,MSI
2015/4/27,3.1672630203529453
2015/4/28,3.077093441861599
2015/4/29,3.106508759621946
2015/4/30,3.1538213142060387
2015/5/1,3.1999511869216217
2015/5/4,3.357841104933049
2015/5/5,3.052692272461836
2015/5/6,2.9706621255617387
2015/5/7,3.0359387128870323
2015/5/8,2.946181863396146
2015/5/11,2.9431493468377576
2015/5/12,2.9059746341795973
2015/5/13,2.946656701777501
2015/5/14,3.417320927116258
2015/5/15,3.5056409591314055
2015/5/18,3.515948454632074
2015/5/19,3.4787534057249467
2015/5/20,3.5811606967456213
2015/5/21,3.6630607384836393
2015/5/22,3.6515253956003018
2015/5/26,3.658546954362476
2015/5/27,3.6995050891565047
2015/5/28,3.750381505524642
2015/5/29,3.9393254831274187
2015/6/1,4.047762429047318
2015/6/2,4.057959716616123
2015/6/3,3.9284445432645554
2015/6/4,3.974833217204092
2015/6/5,4.0410555292088555
2015/6/8,4.038052677494222
2015/6/9,4.071299480491024
2015/6/10,4.080871759056107
2015/6/11,4.04701136850057
2015/6/12,3.9518380597355107
2015/6/15,3.980306478351376
2015/6/16,3.9799009229046316
2015/6/17,3.989476230133528
2015/6/18,3.9828002749068774
2015/6/19,3.9941096666212115
2015/6/22,3.9908467062776354
2015/6/23,4.02005049363878
2015/6/24,3.980162016190035
2015/6/25,3.8803252204671943
2015/6/26,3.939991958095756
2015/6/29,3.9334926289533567
2015/6/30,3.7343035168901597
2015/7/1,3.603088978268751
2015/7/2,3.527378016979279
2015/7/6,3.55043138822492
2015/7/7,3.5526656476533645
2015/7/8,3.5581308633777677
2015/7/9,3.628713629703582
2015/7/10,3.6258194832849724
2015/7/13,3.7323610388640645
2015/7/14,3.623087028403384
2015/7/15,3.568097688485379
2015/7/16,3.48064927821054
2015/7/17,3.4350715259404385
2015/7/20,3.2870504487463035
2015/7/21,3.266745630094717
2015/7/22,3.23351358591058
2015/7/23,3.2348763417054545
2015/7/24,3.240338334143794
2015/7/27,3.260808256780775
2015/7/28,3.3115109075811966
2015/7/29,3.091554170704892
2015/7/30,3.0904631476928213
2015/7/31,3.157395910377418
2015/8/3,3.122646977124789
2015/8/4,3.134152603172928
2015/8/5,3.245174589048475
2015/8/6,3.2554254879072806
2015/8/7,3.2538691104958
2015/8/10,2.7816370648730873
2015/8/11,2.586586116761046
2015/8/12,2.5732814054823736
2015/8/13,2.5820906306485996
2015/8/14,2.480924543176714
2015/8/17,2.4780068844845737
2015/8/18,2.4709032919701803
2015/8/19,2.4519317316611997
2015/8/20,2.4773840225549875
2015/8/21,2.5220565825269907
2015/8/24,2.349311913600833
2015/8/25,2.346578874614242
2015/8/26,2.4820639890989393
2015/8/27,2.4622340313225766
2015/8/28,2.41817170466564
2015/8/31,2.4360483046874273
2015/9/1,2.470645830800675
2015/9/2,2.514564056932022
2015/9/3,2.514368089860246
2015/9/4,2.613762871807608
2015/9/8,2.746715186542171
2015/9/9,2.7553354234589524
2015/9/10,2.7559336682021063
2015/9/11,2.749599765916538
2015/9/14,2.7629427336170176
2015/9/15,2.770301163963867
2015/9/16,2.7702290934173868
2015/9/17,2.747070913814565
2015/9/18,2.7483797353437707
2015/9/21,2.857699679577831
2015/9/22,2.7598905102763367
2015/9/23,2.782157954167105
2015/9/24,2.692455329144608
2015/9/25,2.804479817627011
2015/9/28,2.843067656002593
2015/9/29,2.8549222168623287
2015/9/30,2.929080066079641
2015/10/1,3.0199124045983363
2015/10/2,3.0045481018404607
2015/10/5,2.9937789795749676
2015/10/6,2.9187678896378313
2015/10/7,2.9067869309415153
2015/10/8,2.852100238368615
2015/10/9,2.8436584649886973
2015/10/12,2.850349807355363
2015/10/13,2.8447572423581478
2015/10/14,2.855127233351222
2015/10/15,2.853186460235141
2015/10/16,2.8882401153821617
2015/10/19,2.9198144571405753
2015/10/20,2.849244335785716
2015/10/21,2.7183308370533967
2015/10/22,2.7186841941072357
2015/10/23,2.907066034394808
2015/10/26,2.8402893028888263
2015/10/27,2.85625989387946
2015/10/28,2.8351542125194396
2015/10/29,2.725789209087581
2015/10/30,2.7153344633248984
2015/11/2,2.827198561228856
2015/11/3,2.870589262355152
2015/11/4,2.8739798091467965
2015/11/5,2.8790589886633366
2015/11/6,2.902404544896696
2015/11/9,2.985862084198334
2015/11/10,2.955988637297904
2015/11/11,2.989503542980007
2015/11/12,2.9985410289134746
2015/11/13,2.9441356537875434
2015/11/16,3.002302077349116
2015/11/17,2.995073313749537
2015/11/18,2.8863422584793144
2015/11/19,2.8308840764393763
2015/11/20,2.8284611058233806
2015/11/23,2.9027615087800256
2015/11/24,2.8136844970453674
2015/11/25,2.809589185896517
2015/11/27,2.8721517555384013
2015/11/30,2.884931457906816
2015/12/1,2.786887173317587
2015/12/2,2.845244184369219
2015/12/3,2.8370333137914754
2015/12/4,2.8938107810694262
2015/12/7,2.9220004861964575
2015/12/8,2.9267324133850687
2015/12/9,2.926198709059533
2015/12/10,2.942023138921485
2015/12/11,2.923573379527086
2015/12/14,2.98405987474188
2015/12/15,2.8768876131726775
2015/12/16,3.009212797925316
2015/12/17,2.9094150098808926
2015/12/18,3.0342382593901203
2015/12/21,2.964124641358269
2015/12/22,2.9906430116069513
2015/12/23,2.956852231367152
2015/12/24,2.8769312691747806
2015/12/28,2.7809182620435946
2015/12/29,2.756828190407489
2015/12/30,2.762606082609202
2015/12/31,2.763081218069667
2016/1/4,2.834735441681132
2016/1/5,2.852085228210706
2016/1/6,2.881865728961515
2016/1/7,2.9095746033790477
2016/1/8,2.9054547640834256
2016/1/11,2.909998214629845
2016/1/12,2.913655741110601
2016/1/13,3.0162023845411254
2016/1/14,2.9615602798817338
2016/1/15,3.0018640988049423
2016/1/19,3.012394928876519
2016/1/20,2.9905059648945764
2016/1/21,2.8125349439234597
2016/1/22,2.8518135170724235
2016/1/25,2.8066556045928337
2016/1/26,2.7296857650438136
2016/1/27,2.760120026624711
2016/1/28,2.818513507564697
2016/1/29,2.6721522138108753
2016/2/1,2.6321535216406926
2016/2/2,2.6434469113062433
2016/2/3,2.665805247351039
2016/2/4,2.6334598922106247
2016/2/5,2.6161252629992697
2016/2/8,2.589446880380909
2016/2/9,2.5680015828309832
2016/2/10,2.5623724317894907
2016/2/11,2.5452152411515163
2016/2/12,2.5420163350814295
2016/2/16,2.5012442026781847
2016/2/17,2.6516269624971835
2016/2/18,2.5595805994175738
2016/2/19,2.5264597381467433
2016/2/22,2.4557128667356145
2016/2/23,2.443877566433519
2016/2/24,2.434047304822102
2016/2/25,2.294002411688728
2016/2/26,2.2687829432218014
2016/2/29,2.293396020787569
2016/3/1,2.09900172968347
2016/3/2,2.0764024140695563
2016/3/3,2.0265201459863094
2016/3/4,2.1191354861971012
2016/3/7,2.1002338972221355
2016/3/8,2.083025206854188
2016/3/9,2.0723355267292103
2016/3/10,2.236690451544764
2016/3/11,2.286352248677214
2016/3/14,2.287732594148798
2016/3/15,2.271674745531855
2016/3/16,2.2638450763963065
2016/3/17,2.1501056746698777
2016/3/18,2.116907275581373
2016/3/21,2.073986111593377
2016/3/22,2.1197090644461696
2016/3/23,2.116906520756935
2016/3/24,2.1406170632387003
2016/3/28,2.3660873108202116
2016/3/29,2.3846517473941655
2016/3/30,2.365418873473509
2016/3/31,2.536163929627608
2016/4/1,2.48204233553621
2016/4/4,2.548815019104955
2016/4/5,2.5445850409640824
2016/4/6,2.6071936291156197
2016/4/7,2.6299661267894603
2016/4/8,3.0249999705776838
2016/4/11,2.8912272072735106
2016/4/12,2.928870031390687
2016/4/13,3.0405155719115537
2016/4/14,3.132220388406549
2016/4/15,3.2313422991644334
2016/4/18,3.224576094902822
2016/4/19,4.340287690740864
2016/4/20,5.6767337783759775
2016/4/21,6.18103211895884
2016/4/22,6.90242944258805
2016/4/25,7.185750295693778
2016/4/26,7.358963820704715
2016/4/27,7.365808883642661
2016/4/28,7.331157052994846
2016/4/29,7.303184191059216
2016/5/2,7.572081781322345
2016/5/3,7.660520338634859
2016/5/4,7.849659764715883
2016/5/5,7.8387923011186835
2016/5/6,7.8924689771861045
2016/5/9,7.907611748895799
2016/5/10,7.825360278347352
2016/5/11,7.813493281389752
2016/5/12,7.825627762957737
2016/5/13,7.830780933217556
2016/5/16,7.894196138265793
2016/5/17,7.928569999362678
2016/5/18,7.9295791279817
2016/5/19,7.962114797942585
2016/5/20,7.976708990122706
2016/5/23,8.01174128435739
2016/5/24,7.989678327698767
2016/5/25,7.991622899831502
2016/5/26,8.005387782415719
2016/5/27,8.004392914880345
2016/5/31,7.9216594550325725
2016/6/1,7.972832747864049
2016/6/2,7.975823667558706
2016/6/3,8.140276905231309
2016/6/6,8.079779819390883
2016/6/7,7.979496481015318
2016/6/8,8.030912333803679
2016/6/9,7.933194374744192
2016/6/10,8.299098413499568
2016/6/13,8.238746053032449
2016/6/14,8.489448643083552
2016/6/15,8.650734579119945
2016/6/16,8.613546262336852
