Date,,A,B,C
2015/1/30,A,0.9999999999999994,0.9487909461593301,0.8948947973862016
2015/1/30,B,0.9487909461593301,0.9999999999999994,0.9514598081252555
2015/1/30,C,0.8948947973862016,0.9514598081252555,1.0
2015/2/2,A,0.9999999999999999,0.9649870682553235,0.9397636908217045
2015/2/2,B,0.9649870682553235,0.9999999999999998,0.9722799641371827
2015/2/2,C,0.9397636908217045,0.9722799641371827,1.0
2015/2/3,A,0.9999999999999997,0.963540632824451,0.9376404839548732
2015/2/3,B,0.963540632824451,1.0000000000000004,0.9731290352389297
2015/2/3,C,0.9376404839548732,0.9731290352389297,1.0
2015/2/4,A,0.9999999999999997,0.9620684554521405,0.9375029616608953
2015/2/4,B,0.9620684554521405,1.0,0.9755065585163982
2015/2/4,C,0.9375029616608953,0.9755065585163982,1.0
2015/2/5,A,0.9999999999999998,0.956338880819711,0.9299100546819609
2015/2/5,B,0.956338880819711,1.0000000000000002,0.9726668778265586
2015/2/5,C,0.9299100546819609,0.9726668778265586,0.9999999999999997
2015/2/6,A,0.9999999999999999,0.96034205959901,0.93461290014868
2015/2/6,B,0.96034205959901,1.0000000000000007,0.9739177532415134
2015/2/6,C,0.93461290014868,0.9739177532415134,1.0000000000000002
2015/2/9,A,0.9999999999999999,0.9621183658875085,0.9341549636721608
2015/2/9,B,0.9621183658875085,1.0,0.9726666539516993
2015/2/9,C,0.9341549636721608,0.9726666539516993,1.0
2015/2/10,A,0.9999999999999997,0.9694146877132301,0.9342881967918681
2015/2/10,B,0.9694146877132301,1.0,0.9739356427592997
2015/2/10,C,0.9342881967918681,0.9739356427592997,0.9999999999999997
2015/2/11,A,0.9999999999999999,0.9690076273737994,0.9348850417558386
2015/2/11,B,0.9690076273737994,1.0000000000000002,0.9802528288114492
2015/2/11,C,0.9348850417558386,0.9802528288114492,0.9999999999999999
2015/2/12,A,0.9999999999999996,0.968794083254405,0.9446545181762782
2015/2/12,B,0.968794083254405,1.0000000000000002,0.9872142095729242
2015/2/12,C,0.9446545181762782,0.9872142095729242,1.0000000000000002
2015/2/13,A,1.0000000000000002,0.9708090583674975,0.947825243566033
2015/2/13,B,0.9708090583674975,1.0000000000000004,0.9881913629812568
2015/2/13,C,0.947825243566033,0.9881913629812568,0.9999999999999999
2015/2/17,A,1.0,0.9708243941395435,0.9478286602718936
2015/2/17,B,0.9708243941395435,1.0000000000000002,0.9881967369536839
2015/2/17,C,0.9478286602718936,0.9881967369536839,1.0
2015/2/18,A,0.9999999999999999,0.9716149519607169,0.9499406921859699
2015/2/18,B,0.9716149519607169,1.0000000000000004,0.988047543210387
2015/2/18,C,0.9499406921859699,0.988047543210387,1.0
2015/2/19,A,0.9999999999999998,0.9716607786459894,0.9526672716050857
2015/2/19,B,0.9716607786459894,1.0000000000000004,0.9873555384416804
2015/2/19,C,0.9526672716050857,0.9873555384416804,1.0
2015/2/20,A,0.9999999999999994,0.9779153392819009,0.9649368262870327
2015/2/20,B,0.9779153392819009,1.0000000000000007,0.9886201413541752
2015/2/20,C,0.9649368262870327,0.9886201413541752,1.0
2015/2/23,A,0.9999999999999998,0.9776877164371661,0.9635155893750605
2015/2/23,B,0.9776877164371661,1.0000000000000004,0.988375768914226
2015/2/23,C,0.9635155893750605,0.988375768914226,1.0
2015/2/24,A,0.9999999999999999,0.9767124338028287,0.9639856704230103
2015/2/24,B,0.9767124338028287,1.0000000000000004,0.9888848668861455
2015/2/24,C,0.9639856704230103,0.9888848668861455,1.0
2015/2/25,A,1.0,0.9788876055680039,0.9709835624248652
2015/2/25,B,0.9788876055680039,1.0000000000000004,0.9903455409309065
2015/2/25,C,0.9709835624248652,0.9903455409309065,1.0000000000000002
2015/2/26,A,0.9999999999999999,0.9832064105200564,0.9800473551765259
2015/2/26,B,0.9832064105200564,1.0000000000000002,0.9907398649651127
2015/2/26,C,0.9800473551765259,0.9907398649651127,1.0
2015/2/27,A,0.9999999999999999,0.9845485416596753,0.9829401069829515
2015/2/27,B,0.9845485416596753,1.0000000000000004,0.9910503649223265
2015/2/27,C,0.9829401069829515,0.9910503649223265,1.0000000000000002
2015/3/2,A,0.9999999999999999,0.985595629650227,0.9827697682323029
2015/3/2,B,0.985595629650227,1.0000000000000007,0.9913086294241854
2015/3/2,C,0.9827697682323029,0.9913086294241854,1.0000000000000002
2015/3/3,A,1.0000000000000002,0.9834383149650894,0.9739467837810432
2015/3/3,B,0.9834383149650894,1.0000000000000004,0.9864956174706155
2015/3/3,C,0.9739467837810432,0.9864956174706155,1.0
2015/3/4,A,0.9999999999999999,0.9858758342865941,0.9781808079457476
2015/3/4,B,0.9858758342865941,1.0000000000000004,0.9875588549126524
2015/3/4,C,0.9781808079457476,0.9875588549126524,1.0000000000000002
2015/3/5,A,1.0000000000000002,0.9890687127992112,0.9835518618225957
2015/3/5,B,0.9890687127992112,1.0000000000000004,0.9867732063030606
2015/3/5,C,0.9835518618225957,0.9867732063030606,1.0
2015/3/6,A,0.9999999999999998,0.9902843850214168,0.9855539620909508
2015/3/6,B,0.9902843850214168,1.0000000000000002,0.9879050697572336
2015/3/6,C,0.9855539620909508,0.9879050697572336,0.9999999999999997
2015/3/9,A,0.9999999999999998,0.986249175234453,0.9669795749703525
2015/3/9,B,0.986249175234453,1.0000000000000007,0.9810648003859324
2015/3/9,C,0.9669795749703525,0.9810648003859324,0.9999999999999999
2015/3/10,A,1.0,0.9851606046542571,0.9651643448810373
2015/3/10,B,0.9851606046542571,1.0000000000000007,0.9802961473290173
