Date,FTI
2015/1/30,4.291860564951351
2015/2/2,0.3874913928462039
2015/2/3,0.3158034544158665
2015/2/4,5.924754364164099
2015/2/5,2.361145914935535
2015/2/6,7.704004807976871
2015/2/9,1.9996363571964124
2015/2/10,3.4402145474146373
2015/2/11,4.2570772058680975
2015/2/12,10.238798888709752
2015/2/13,4.3506374661303475
2015/2/17,0.3898344929084902
2015/2/18,0.33184180931968815
2015/2/19,3.5628952202057373
2015/2/20,0.9819898732861972
2015/2/23,1.4623777801542093
2015/2/24,2.689713544914092
2015/2/25,2.489821346871145
2015/2/26,0.5610019903181774
2015/2/27,1.3045527935321626
2015/3/2,13.218357145694782
2015/3/3,1.2528817856367558
2015/3/4,1.8377055536640128
2015/3/5,1.7648563208098376
2015/3/6,0.9340142463212738
2015/3/9,5.07754589593145
2015/3/10,1.37768006704824
2015/3/11,2.1442742653714837
2015/3/12,1.072347858843939
2015/3/13,0.40641031663715926
2015/3/16,0.4791961395364349
2015/3/17,4.776114170161965
2015/3/18,2.6869478972998655
2015/3/19,0.06908683398537507
2015/3/20,1.3935873927454916
2015/3/23,4.966843065092517
2015/3/24,0.5975174460805608
2015/3/25,0.5686852097298175
2015/3/26,7.271364232315132
2015/3/27,1.2884138591174155
2015/3/30,2.772078581186331
2015/3/31,3.2138334029494966
2015/4/1,1.53639058721801
2015/4/2,3.7264696067921603
2015/4/6,8.660101396873149
2015/4/7,17.017611516794982
2015/4/8,2.0694678214780895
2015/4/9,8.628753523137776
2015/4/10,2.3395699811159343
2015/4/13,2.1495900119485984
2015/4/14,0.34782861548172866
2015/4/15,2.6685125690559532
2015/4/16,17.684968007117185
2015/4/17,9.904239137836317
2015/4/20,4.168931875252106
2015/4/21,7.129497768205005
2015/4/22,7.853164722480613
2015/4/23,7.068989955074746
2015/4/24,5.12322590070392
2015/4/27,2.4760653009721807
2015/4/28,0.384830498612793
2015/4/29,1.6898628522876165
2015/4/30,1.8749017378013362
2015/5/1,3.8905740836758476
2015/5/4,11.490870849293927
2015/5/5,2.948681872899326
2015/5/6,6.775353868294364
2015/5/7,3.2421304630157817
2015/5/8,3.960256743222437
2015/5/11,0.06388500136833038
2015/5/12,0.794642282246337
2015/5/13,2.7620746758863843
2015/5/14,24.620147249280546
2015/5/15,5.238341399414599
2015/5/18,1.3789390146236473
2015/5/19,3.244395493837927
2015/5/20,3.180568404256394
2015/5/21,3.342263510418685
2015/5/22,0.25331607421875374
2015/5/26,4.143467804839131
2015/5/27,6.335418156572687
2015/5/28,3.6973305457342645
2015/5/29,7.387351483931498
2015/6/1,2.7815266825845453
2015/6/2,0.7080518541162102
2015/6/3,1.547958111543436
2015/6/4,1.796888099578241
2015/6/5,2.94058263158929
2015/6/8,3.786832670532826
2015/6/9,6.381441915165404
2015/6/10,3.150240583268697
2015/6/11,0.19454201114987488
2015/6/12,3.9862040594921786
2015/6/15,1.0592634711257456
2015/6/16,0.642760417859381
2015/6/17,1.0265990203633677
2015/6/18,0.5589447509074168
2015/6/19,0.9646839663299134
2015/6/22,0.5795000571716766
2015/6/23,2.000055383116298
2015/6/24,0.23505114237430655
2015/6/25,0.6432040411200253
2015/6/26,2.759587547669937
2015/6/29,2.9281339772824344
2015/6/30,5.452753219304161
2015/7/1,5.328540655974426
2015/7/2,0.23427200604296616
2015/7/6,1.2231014183805349
2015/7/7,2.6318077767912724
2015/7/8,2.5084972711373195
2015/7/9,2.867690794585722
2015/7/10,0.9606343699432343
2015/7/13,3.159205110586297
2015/7/14,1.501415813309442
2015/7/15,6.5954858279718005
2015/7/16,1.6620647305561458
2015/7/17,0.48677830690395496
2015/7/20,5.278287015926459
2015/7/21,0.43667015823948296
2015/7/22,4.57537849305354
2015/7/23,0.6077876199047163
2015/7/24,3.2745093885059404
2015/7/27,9.982585427439005
2015/7/28,4.422684998553832
2015/7/29,1.9187924981588125
2015/7/30,1.5886944208540683
2015/7/31,2.6192586983216404
2015/8/3,1.976988761202602
2015/8/4,4.865083647929889
2015/8/5,14.509712062234978
2015/8/6,1.8964799706414872
2015/8/7,4.9167678825121595
2015/8/10,1.703952199613163
2015/8/11,2.530292366234927
2015/8/12,0.6900802930515041
2015/8/13,0.321148374035957
2015/8/14,0.31647282718643077
2015/8/17,2.759039959588146
2015/8/18,1.5950471007297713
2015/8/19,1.1845568115007845
2015/8/20,2.86911422597571
2015/8/21,7.815445581208871
2015/8/24,2.436134521250723
2015/8/25,2.3547330012752137
2015/8/26,3.068605290586472
2015/8/27,3.998853451385764
2015/8/28,3.2300749061413625
2015/8/31,3.367317350367291
2015/9/1,2.424574023193917
2015/9/2,2.1092402865344653
2015/9/3,1.7476085075160879
2015/9/4,3.135573159566138
2015/9/8,4.3460787947073936
2015/9/9,9.17036190270709
2015/9/10,0.819468811669082
2015/9/11,0.27713176875438733
2015/9/14,10.343515742067426
2015/9/15,0.5221462608019504
2015/9/16,1.9562290303046392
2015/9/17,1.363310175274431
2015/9/18,1.2995248538474553
2015/9/21,9.389143674537197
2015/9/22,0.411778168493568
2015/9/23,4.402635941886354
2015/9/24,3.9386858889990704
2015/9/25,3.5950050292796614
2015/9/28,1.4048857050917154
2015/9/29,3.446316462196963
2015/9/30,5.496655240172311
2015/10/1,4.412414635203401
2015/10/2,2.8815456299183326
2015/10/5,2.212128662854902
2015/10/6,2.032730104097608
2015/10/7,2.0298187744983878
2015/10/8,0.9582397539188642
2015/10/9,2.572407300732535
2015/10/12,0.9982374456875058
2015/10/13,0.5985651944015602
2015/10/14,0.5445245224502949
2015/10/15,0.5828504778319609
2015/10/16,6.386450372410825
2015/10/19,2.091556650526416
2015/10/20,0.695281834136197
2015/10/21,0.02776472373753175
2015/10/22,1.0878826556232608
2015/10/23,11.016346809015323
2015/10/26,2.3873429128699803
2015/10/27,3.3460135140682787
2015/10/28,1.737252342274331
2015/10/29,2.7221030877121537
2015/10/30,0.025961177480587273
2015/11/2,3.359020314630148
2015/11/3,3.062016970321071
2015/11/4,6.104128551842355
2015/11/5,2.35522937777003
2015/11/6,0.7658065287282904
2015/11/9,2.554110515146916
2015/11/10,7.254211087159805
2015/11/11,26.38877795236819
2015/11/12,0.8313503952312304
2015/11/13,0.3835574353162063
2015/11/16,13.880290136363804
2015/11/17,7.591153555844438
2015/11/18,1.0522579917645565
2015/11/19,1.9918198441951893
2015/11/20,6.861564391073823
2015/11/23,9.002370127684287
2015/11/24,13.098206487121276
2015/11/25,21.325561185305332
2015/11/27,5.798436442881461
2015/11/30,3.3038109312121047
2015/12/1,1.9681171170051022
2015/12/2,19.23881139400756
2015/12/3,0.8594855315535926
2015/12/4,2.9404437053046655
2015/12/7,4.608490488770144
2015/12/8,2.9948763619463006
2015/12/9,6.403435924986667
2015/12/10,2.4113717175579996
2015/12/11,0.5187271694516628
2015/12/14,12.764171417336472
2015/12/15,2.1386188655191516
2015/12/16,6.716400066420432
2015/12/17,2.439886040797709
2015/12/18,6.778667664638844
2015/12/21,1.8484524536831481
2015/12/22,4.03713743239749
2015/12/23,1.9644521299016977
2015/12/24,4.128144159447335
