Date,A,B,C
2015/1/30,0.013526131578068876,0.016119518239669187,0.011639278873158136
2015/2/2,0.010795794380814744,0.01263207084326311,0.009121571383945575
2015/2/3,0.01095609743722608,0.013003775600539799,0.009408241584920495
2015/2/4,0.010883806640825774,0.013007630784514109,0.00932062252503462
2015/2/5,0.008997154967456235,0.010518581783519096,0.007486480138913757
2015/2/6,0.009251526453492174,0.01094451157970721,0.007752654067740665
2015/2/9,0.008949789638454279,0.010868716854829704,0.007930731607116236
2015/2/10,0.00837784119027406,0.010492845550291379,0.0075587798092997555
2015/2/11,0.008355182432518909,0.01005442429767039,0.007566370220529951
2015/2/12,0.00938987845985315,0.011180875407678186,0.008818395445381304
2015/2/13,0.01005949724842312,0.012140867407883785,0.009568223813515641
2015/2/17,0.010066393451544925,0.012114881222242241,0.009549409256545
2015/2/18,0.009385801104506365,0.011431185135129529,0.009117833925160055
2015/2/19,0.008342993577801513,0.010387980966002144,0.008169299171885776
2015/2/20,0.00701327385634935,0.008552710883108654,0.006434277678342146
2015/2/23,0.0065125111358301045,0.007752437782071561,0.005727286536185095
2015/2/24,0.00640036073202221,0.007371128381950791,0.005697220548698421
2015/2/25,0.00623352630394366,0.0075038763603433156,0.00599096737321347
2015/2/26,0.00712373156977428,0.008132378678019091,0.006517786742350641
2015/2/27,0.006680763181589446,0.007841465905952975,0.006338507086156291
2015/3/2,0.007029747709846846,0.00820553585971968,0.006667969085117881
2015/3/3,0.007981237118709749,0.009761167938279832,0.008077288739708435
2015/3/4,0.006669754222227525,0.007828844292417612,0.006448615814635216
2015/3/5,0.005043896744963725,0.005647381240882236,0.00469625028869632
2015/3/6,0.006747061808271185,0.007670903451593882,0.00637515814819242
2015/3/9,0.004989210598209346,0.005748995859958587,0.005287992579578266
2015/3/10,0.00563196969921343,0.006344949105321582,0.005655058791245461
2015/3/11,0.00481069211583878,0.005520860593624587,0.00502322849371495
2015/3/12,0.0054208056539437055,0.006530779244030736,0.00597825192317591
2015/3/13,0.0034306723386112,0.004376148381388731,0.004173825834179566
2015/3/16,0.002366819488937845,0.002704310271024677,0.002767952873282125
2015/3/17,0.0017024793520033503,0.0016918608142306468,0.001737917464809385
2015/3/18,0.0017080069996019004,0.0017161949603598167,0.001472952129491095
2015/3/19,0.0019464304719045602,0.0018999502904336967,0.0018015473620511303
2015/3/20,0.00245249879992033,0.0024051148874981916,0.0025129646498493804
2015/3/23,0.0026547137572055604,0.00261588367778266,0.00291466095630601
2015/3/24,0.00282673084783128,0.00279902621794166,0.003013395132022105
2015/3/25,0.002090695886067305,0.001769557495879065,0.0022853556592742604
2015/3/26,0.00152154412410804,0.00109750220885067,0.0014899957994778652
2015/3/27,0.00136533059524299,0.000975446871842715,0.0013787787453791102
2015/3/30,0.001327105985068445,0.0006287471091397251,0.0013988569073705552
2015/3/31,0.0015649677781856951,0.0009300526401743649,0.001527413612540255
2015/4/1,0.002235664592065065,0.00177720281623006,0.0021748673158945254
2015/4/2,0.00280052574883838,0.00238916297882163,0.00267033931556337
2015/4/6,0.00047495007667070003,-0.00030593239971389,0.00021543603649488015
