Day,A,B,C
403,0.010831342589021036,0.015548189691544818,0.011955373235022021
404,-0.016045883214562327,-0.02189617104360325,-0.02068161937637538
405,0.010821083847497666,0.009991444565448648,0.002946863761101195
406,0.016627506674007534,0.023584411396169975,0.018455727306781865
407,0.007069911617462071,0.005603532139991842,0.003883833627276584
408,0.0039837909612768,0.009216733735835876,0.004819676883696873
409,-0.00389147975829516,-0.0036077414501686977,-0.005233084361367641
410,-0.01197282214001396,-0.013358245580475225,-0.013659632651918333
411,0.016447612627042897,0.020708791703600845,0.015313115201262937
412,0.002414532507789051,-0.0022837114202284865,-0.0045348364363289005
413,0.0033714096875619125,-0.0015717424121759003,0.0027266816857127686
414,0.028241937323116015,0.034571963394316244,0.028419669297372867
415,0.014982885554662144,0.019775659648487515,0.012745788488033327
416,0.011015161789869318,0.013479433169314187,0.009896692781273036
417,0.00812151081196391,0.007147892724128619,0.001985923373720236
418,0.02555113848741816,0.03072120313129184,0.02777771969319542
419,0.02807583072636335,0.03343158210177322,0.031122448438062146
420,0.018081968316512882,0.01867156230838988,0.018896427747258332
421,0.013689178594650034,0.019633475804561738,0.012086944708111565
422,-0.020170310675644315,-0.02967598614613714,-0.024029400574499947
423,0.007889527502152303,0.011329199963223905,0.007793481994425905
424,0.004678818061619555,0.006829918992522827,0.0072411766835725234
425,0.007512980113883396,0.012208565378338337,0.006579561648281294
426,0.018253249618133547,0.018724824266329414,0.012842502208430756
427,-0.02832992428717094,-0.033675231590114825,-0.02824689224964995
428,-0.0008767358330766502,0.005813743416077467,0.005135735434360848
429,0.009738605368382065,0.013779989175534114,0.013219019047453269
430,0.0004193743562097216,0.000821314936847999,-0.0003824762895412708
431,-0.011598046872043966,-0.012212678594093515,-0.007670500949806231
432,0.017316170608799777,0.021051919834042237,0.01944116956528599
433,0.009826738690678573,0.01872031427178992,0.014302005637064666
434,-0.0059590538348792575,-0.004040333834177977,-0.0071713839531103146
435,0.010306712971844956,0.012097317309074507,0.0059742248137111134
436,0.01671688389285116,0.020858202719846973,0.018557767170318394
437,0.006391502588959325,0.00643399133410563,0.0036412391711003467
438,0.016450988093964482,0.023567067739656576,0.013437844744457231
439,0.0073144769347151025,0.004330878615232163,0.0054030284728381365
440,0.0013252601903409964,-0.0034843165749816516,-0.002377765893888188
441,-0.008341083070672564,-0.005396438619348572,-0.008763209187108335
442,0.005237607541474896,0.013093891669482204,0.0142047667940991
443,0.00878218819037925,0.012019535976189112,0.01226130407283316
444,0.017403060824381537,0.02124018166228099,0.017430896338434174
445,0.004868548215873987,0.00792072079285005,0.0023068249657736007
446,0.012110455932196822,0.012486384207222815,0.005554548849463103
447,-0.0058769287667040536,-0.006510794882761987,-0.006179671722289972
448,-0.0035750074623425226,-0.004166968823495856,-0.00875345140659035
449,0.0049282288633992625,0.007895244768871308,0.007597172113563249
450,-0.007015556805413248,-0.013345492106745467,-0.015137808731743745
451,0.016699960967429824,0.018436568435558243,0.015270754588046125
452,0.012182742096939382,0.017291401234637314,0.012921969331560264
453,0.009854868523480251,0.009689426959714108,0.01000240421991153
454,0.010611391096773913,0.00959238483015398,0.004707857137219126
455,0.03188895893917881,0.04472434986686437,0.036645088416653725
456,0.00039384033129521556,0.0005931480979718707,-0.003936353502928451
457,-0.021521719068906334,-0.027656762783696238,-0.01960966165183963
458,0.008845525561588165,0.005262885446752037,0.00384676733212881
459,0.005684465531902792,0.009127754295651373,0.008870220929770026
